1,200,no,IN THE BASEBALL TEAM'S LINEUP,-,"1969: Ed Kranepool, Bud Harrelson & Tom Seaver... what an amazin' team",the Mets,2016-09-13,-
1,400,no,IN THE BASEBALL TEAM'S LINEUP,-,"1975: Fred Lynn, Bernie Carbo & Carlton Fisk, who will always wave it fair",the (Boston) Red Sox,2016-09-13,-
1,600,no,IN THE BASEBALL TEAM'S LINEUP,-,"1994: David Justice, Greg Maddux & Deion Sanders, moonlighting from the gridiron",the (Atlanta) Braves,2016-09-13,-
1,800,no,IN THE BASEBALL TEAM'S LINEUP,-,"1906: Charley O'Leary, Pinky Lindsay & here's one who might help a bit... Ty Cobb",the Detroit Tigers,2016-09-13,-
1,1000,no,IN THE BASEBALL TEAM'S LINEUP,-,"1991: Kent Hrbek, Dan Gladden & Kirby Puckett, & we'll see you tomorrow night!",the Twins,2016-09-13,-
1,200,no,I'M JUST A SAYING,-,"Deal with things as they are-- do this ""or lump it\""",like it,2016-09-13,-
1,400,no,I'M JUST A SAYING,-,"\""Any"" this ""in a storm"", like Moresby or Hueneme",a port,2016-09-13,-
1,600,no,I'M JUST A SAYING,-,"St. Paul was a big fan of this virtue, which, idiomatically, ""begins at home\""",charity,2016-09-13,-
1,800,no,I'M JUST A SAYING,-,"\""Forewarned"" is this other ""fore"" word, so heed our admonition!",forearmed,2016-09-13,-
1,1000,no,I'M JUST A SAYING,-,"\""All cats are gray"" under this condition means beauty isn't so important",in the dark (or in the night),2016-09-13,-
2,400,no,DANCE!,-,The traditional paso doble should evoke a corrida-- the male dancer portrays one of these & the woman is his cape,a bullfighter,2016-09-13,-
2,800,no,DANCE!,-,"The name of this ""forbidden dance"" comes from a Portuguese word meaning ""to beat\""",lambada,2016-09-13,-
2,1200,no,DANCE!,-,These two ballroom dances are in the title of the movie in which Tina Fey played a journalist in Afghanistan,foxtrot and tango,2016-09-13,-
2,1600,no,DANCE!,-,"The song ""That's Amore"" mentions this ""gay"" Italian dance",the gay tarantella,2016-09-13,-
2,2000,no,DANCE!,-,"This dance became popular in 1923 after inclusion in the Broadway musical ""Runnin' Wild\""",the Charleston,2016-09-13,-
2,400,no,NUMERICAL LIT,-,"Heinrich Harrer has a long chat with a Himalayan lama in the 1952 work ""Seven Years"" here",Tibet,2016-09-13,-
2,800,no,NUMERICAL LIT,-,"In a sci-fi story by Arthur C. Clarke, computer experts help Buddhist monks determine the ""9 billion names of"" this being",God,2016-09-13,-
2,1200,no,NUMERICAL LIT,-,"It's the number of ""Splendid Suns"" in the title of Khaled Hosseini's 2007 novel of Afghanistan",a thousand,2016-09-13,-
2,1000,yes,NUMERICAL LIT,-,"This English thinker's ""Two Treatises of Government"" had a ""key"" influence on the Declaration of Independence",Locke,2016-09-13,-
2,2000,no,NUMERICAL LIT,-,"This self-help bestseller by Stephen Covey is subtitled ""Powerful Lessons in Personal Change\""",The 7 Habits of Highly Effective People,2016-09-13,-
2,400,no,GAME SHOWS IN THE MOVIES,-,The all-too-simple premise of the game show in this 2012 film-- kids murder each other,The Hunger Games,2016-09-13,-
2,800,no,GAME SHOWS IN THE MOVIES,-,The all-too-simple premise of the game show hosted by Richard Dawson in this 1987 film-- criminals are murdered,Running Man,2016-09-13,-
2,1200,no,GAME SHOWS IN THE MOVIES,-,Dev Patel wins big on a game show in this 2008 film,Slumdog Millionaire,2016-09-13,-
2,1600,no,GAME SHOWS IN THE MOVIES,-,"In ""Quiz Show"" this Brit had all the answers on ""Twenty One"" as Charles Van Doren; do you have the question?",Ralph Fiennes,2016-09-13,-
2,2000,no,GAME SHOWS IN THE MOVIES,-,"\""A Pig in a Poke"" was the game show that sent this family headed by Chevy Chase on a ""European Vacation\""",the Griswalds,2016-09-13,-
2,400,no,I'M NOT JUST SAYING,-,"Many Christians begin prayers with ""I decree and"" this word that also starts with ""dec\""",declare,2016-09-13,-
2,800,no,I'M NOT JUST SAYING,-,"The book of Leviticus & the inscription on a certain bell say to ""proclaim"" this ""throughout all the land\""",liberty,2016-09-13,-
2,2000,yes,I'M NOT JUST SAYING,-,"This 2,400-year-old text begins, ""I swear by Apollo the physician\""",the Hippocratic oath,2016-09-13,-
2,1600,no,I'M NOT JUST SAYING,-,"Bishop Clemens von Galen bravely denounced this Nazi secret police force in the 1941 ""We demand justice"" sermon",the Gestapo,2016-09-13,-
2,2000,no,I'M NOT JUST SAYING,-,"This 18th c. ""Angry God"" theologian also said, ""I affirm"" that the true Christian spirit is that of a lamb or a dove",Jonathan Edwards,2016-09-13,-
3,0,no,19th CENTURY MILITARY MEN,-,"In 1895 he wrote to his family that with ""superhuman strength"" he would ""discover the truth... on the tragic affair\""",Alfred Dreyfus,2016-09-13,-
1,200,no,INTERJECTING IN INTERJECTIONS,-,Add a letter to alas! & you get this word for an alternate name,alias,2016-09-14,-
1,400,no,INTERJECTING IN INTERJECTIONS,-,Drat! gets an interjected letter & turns into this preliminary version of a speech,draft,2016-09-14,-
1,600,no,INTERJECTING IN INTERJECTIONS,-,"Amen! with 2 letters interjected becomes this medication, to help you sleep",Ambien,2016-09-14,-
1,800,no,INTERJECTING IN INTERJECTIONS,-,Bam! gets hit with another letter & becomes this ethereal shaft,beam,2016-09-14,-
1,1000,no,INTERJECTING IN INTERJECTIONS,-,"With an interjection, dang! becomes this German literary word",Drang,2016-09-14,-
1,200,no,ERAS OF HISTORY,-,Around 1200 B.C. this period followed the Bronze Age & provided more lethal weapons to more people,the Iron Age,2016-09-14,-
1,400,no,ERAS OF HISTORY,-,"This decade was both ""naughty"" & ""gay\""",the 1890s,2016-09-14,-
1,600,no,ERAS OF HISTORY,-,The Cold War is often said to have begun in this year when a war ended & the cubs played in the World Series,1945,2016-09-14,-
1,800,no,ERAS OF HISTORY,-,"The Ancien Regime, or ""old order"", refers to the period up to this event",the French Revolution,2016-09-14,-
1,1000,no,ERAS OF HISTORY,-,"Instead of B.C. some prefer the less religious B.C.E., for ""before"" this ""Era\""",the Common Era,2016-09-14,-
1,200,no,THE STARS OF FRIENDS: UPDATE,-,You can bet Justin Theroux was on hand when she received her star on the Hollywood Walk of Fame,Jennifer Aniston,2016-09-14,-
1,400,no,THE STARS OF FRIENDS: UPDATE,-,"For 6 seasons she starred as Jules Cobb on ""Cougar Town\""",Courteney Cox,2016-09-14,-
1,600,no,THE STARS OF FRIENDS: UPDATE,-,"In 2016's ""The People v. O.J. Simpson"", he played defense attorney Robert Kardashian",(David) Schwimmer,2016-09-14,-
1,800,no,THE STARS OF FRIENDS: UPDATE,-,"She's one of the executive producers of the TLC genealogy series ""Who Do You Think You Are?\""",(Lisa) Kudrow,2016-09-14,-
1,1000,no,THE STARS OF FRIENDS: UPDATE,-,Matthew Perry recently starred as Oscar Madison in a reboot of this sitcom,The Odd Couple,2016-09-14,-
1,200,no,THE ORGANIZATION'S MISSION,-,"Among its goals: ""To end drunk driving... and prevent underage drinking\""",Mothers Against Drunk Driving,2016-09-14,-
1,400,no,THE ORGANIZATION'S MISSION,-,"\""Brings people together to build homes, communities and hope\""",Habitat for Humanity,2016-09-14,-
1,600,no,THE ORGANIZATION'S MISSION,-,"The society named for this Frenchman: ""Educating people... to protect the water systems of the planet\""",the Cousteau Society,2016-09-14,-
1,800,no,THE ORGANIZATION'S MISSION,-,"\""To provide year-round sports training & athletic competition... for children & adults with intellectual disabilities \""",the Special Olympics,2016-09-14,-
1,2000,yes,THE ORGANIZATION'S MISSION,-,"Named in memory of Nancy Brinker's sister: ""To save lives and end breast cancer forever\""",the Susan G. Komen Foundation,2016-09-14,-
2,400,no,FOLKS OF SCIENCE,-,"The first American woman in space, she later became a professor of physics at UC San Diego",Sally Ride,2016-09-14,-
2,800,no,FOLKS OF SCIENCE,-,This Missouri man who loved to work for peanuts also developed a type of synthetic marble made from wood shavings,George Washington Carver,2016-09-14,-
2,1200,no,FOLKS OF SCIENCE,-,"This ancient Greek who loved the lever established statics, the study of a body at equilibrium",Archimedes,2016-09-14,-
2,1600,no,FOLKS OF SCIENCE,-,"This American woman's 1974 dissertation was titled ""The Behaviour of the Mountain Gorilla\""",(Dian) Fossey,2016-09-14,-
2,2000,no,FOLKS OF SCIENCE,-,This 17th c. British scientist's law states in part that volume increases as pressure decreases,(Robert) Boyle,2016-09-14,-
2,400,no,AWARDS FOR WRITING,-,"Won in 2015 by Svetlana Alexievich, it's handed out annually by the Swedish Academy",the Nobel Prize in Literature,2016-09-14,-
2,800,no,AWARDS FOR WRITING,-,"The Newbery Medal goes to writers in this genre; Eleanor Estes won for 1952 with ""Ginger Pye\""",children's writing,2016-09-14,-
2,1200,no,AWARDS FOR WRITING,-,"Named for a 16th century luminary, this prize is awarded by the Spanish ministry of culture",the Cervantes Award,2016-09-14,-
2,2400,yes,AWARDS FOR WRITING,-,This science fiction award is named for an interstellar gas cloud,the Nebula Award,2016-09-14,-
2,2000,no,AWARDS FOR WRITING,-,"The Poetry Society of America's gold medal was renamed for this man; as he wrote, ""Nothing gold can stay\""",Robert Frost,2016-09-14,-
2,400,no,THE HITMAKER,-,"1984: ""Wake Me Up Before You Go-Go\""",Wham!,2016-09-14,-
2,800,no,THE HITMAKER,-,"2016: ""Formation\""",Beyoncé,2016-09-14,-
2,1200,no,THE HITMAKER,-,"2004: ""She Will Be Loved\""",Maroon 5,2016-09-14,-
2,1600,no,THE HITMAKER,-,"1966: ""Rainy Day Women #12 & 35\""",Bob Dylan,2016-09-14,-
2,2000,no,THE HITMAKER,-,"2015: ""Tennessee Whiskey\""",Chris Stapleton,2016-09-14,-
3,0,no,20th CENTURY SCIENCE TERMS,-,This 4-letter word was introduced in London in 1905 by Dr. H.A. des Voeux of the Coal Smoke Abatement Society,smog,2016-09-14,-
1,200,no,SCANDINAVIA,-,"In winter, some places receive no sunlight for up to 2 months in this northernmost Scandinavian nation",Norway,2016-09-15,-
1,400,no,SCANDINAVIA,-,In Denmark you are a pepper man or a pepper maid if you are not this by age 30,married,2016-09-15,-
1,600,no,SCANDINAVIA,-,The 1986 assassination of Prime Minister Olof Palme on a street in this city has never been solved,Stockholm,2016-09-15,-
1,800,no,SCANDINAVIA,-,"Some authorities include this ""land of a thousand lakes"" nation in Scandinavia, but others do not",Finland,2016-09-15,-
1,1000,no,SCANDINAVIA,-,"Ragnar Lothbrok, a warrior of these Scandinavians, is the main character of the History Channel series named for them",Vikings,2016-09-15,-
1,200,no,STATE YOUR BUSINESS,"(Alex: In that last category, we'll give you the business.  You tell us in which state it is headquartered.)",Disney & Mattel,California,2016-09-15,-
1,400,no,STATE YOUR BUSINESS,"(Alex: In that last category, we'll give you the business.  You tell us in which state it is headquartered.)",Caterpillar & Sears Holdings,Illinois,2016-09-15,-
1,600,no,STATE YOUR BUSINESS,"(Alex: In that last category, we'll give you the business.  You tell us in which state it is headquartered.)",Hershey,Pennsylvania,2016-09-15,-
1,1600,yes,STATE YOUR BUSINESS,"(Alex: In that last category, we'll give you the business.  You tell us in which state it is headquartered.)",Berkshire Hathaway,Nebraska,2016-09-15,-
1,1000,no,STATE YOUR BUSINESS,"(Alex: In that last category, we'll give you the business.  You tell us in which state it is headquartered.)",Land O'Lakes,Minnesota,2016-09-15,-
2,400,no,TAKE ME TO COURT,-,"In California this type of court has no jury & is where you go to sue someone for less than $10,000",small claims court,2016-09-15,-
2,800,no,TAKE ME TO COURT,-,"From the Latin for ""prove"", this type of court is where the validity of a will is proven",probate,2016-09-15,-
2,1200,no,TAKE ME TO COURT,-,"Actually, don't take me to this animal-named improper or even farcical court",a kangaroo court,2016-09-15,-
2,1600,no,TAKE ME TO COURT,-,This state's Supreme Court has been fighting governor Sam Brownback over school funding levels,Kansas,2016-09-15,-
2,2000,no,TAKE ME TO COURT,-,FICA is a line on your pay stub; this law set up a special court to approve national security warrants,FISA,2016-09-15,-
2,400,no,HISTORIC PLACES,-,"Before Yalta, FDR, Churchill & Stalin met in this Mideast capital where they were hosted by the Shah",Tehran,2016-09-15,-
2,800,no,HISTORIC PLACES,-,"This 1815 battle was actually fought 3 miles south of the village, itself 9 miles south of Brussels",the Battle of Waterloo,2016-09-15,-
2,1200,no,HISTORIC PLACES,-,This temple was intact until the 5th century when Phidias' giant statue of Athena was removed,the Parthenon,2016-09-15,-
2,1600,no,HISTORIC PLACES,-,"Tradition says a door of the Schlosskirche, aka Castle Church, is the site where these were posted in 1517",Martin Luther's (95) theses,2016-09-15,-
2,2000,no,HISTORIC PLACES,-,"On Aug. 31,1901 Leon Czolgosz arrived in this city, where he would shoot Pres. McKinley",Buffalo,2016-09-15,-
2,400,no,"CATCH SOME DOUBLE ""Z""s",-,"To burrow lovingly into your neck with the snout, like a puppy does",nuzzle,2016-09-15,-
2,800,no,"CATCH SOME DOUBLE ""Z""s",-,"People are this ""with excitement"", a word that starts with the first 2 letters of the alphabet",abuzz,2016-09-15,-
2,1200,no,"CATCH SOME DOUBLE ""Z""s",-,"Calm down, don't work yourself into this excited state",a tizzy,2016-09-15,-
2,3000,yes,"CATCH SOME DOUBLE ""Z""s",-,You can get years in prison for this crime of a major theft of property,embezzlement,2016-09-15,-
2,2000,no,"CATCH SOME DOUBLE ""Z""s",-,"In music it precedes ""forte"" in a term literally meaning ""half loud\""",mezzo,2016-09-15,-
3,0,no,DANTE'S INFERNO,-,"During the journey, Dante encounters Homer, Socrates & Cicero, who bide their time in the first circle, aka this",limbo,2016-09-15,-
1,200,no,1999,-,It was equal to about $1.15 & wasn't circulating as cash yet when it went into effect on January 1,the euro,2016-09-16,-
1,400,no,1999,-,The world debated & awaited the consequences of this bug & its possible effect on computing,Y2K,2016-09-16,-
1,600,no,1999,-,"Serbian forces drove ethnic Albanians out of this now country; after NATO bombing, welcome back, Albanians",Kosovo,2016-09-16,-
1,1800,yes,1999,-,"Setting in motion a legal battle over digital music rights, this file-sharing service debuted",Napster,2016-09-16,-
1,1000,no,1999,-,This 5-year-old moppet who reached Florida from Cuba made international headlines,Elián González,2016-09-16,-
2,400,no,EXPLORERS,-,Ludovico di Varthema learned enough Arabic to pass himself off as a Muslim & was able to enter this holy city in 1503,Mecca,2016-09-16,-
2,800,no,EXPLORERS,-,"In 1969 his autobiography of 57 years earlier was republished as ""A Black Explorer at the North Pole\""",Matthew Henson,2016-09-16,-
2,1200,no,EXPLORERS,-,In 1848 German missionary Johannes Rebmann became the first European to sight this snowclad equatorial peak,Kilimanjaro,2016-09-16,-
2,2000,yes,EXPLORERS,-,"Around 1000 A.D. he sailed west to seek North America, which Bjarni Herjolfsson had sighted",Leif Erikson,2016-09-16,-
2,2000,no,EXPLORERS,-,In 1697 Cossack Vladimir Atlasov claimed this peninsula for Russia,the Kamchatka Peninsula,2016-09-16,-
2,400,no,VEGAS-SET TV SHOWS,-,This show about a forensics team in the Las Vegas Police Dept.'s Criminalistics Bureau premiered in 2000,CSI,2016-09-16,-
2,800,no,VEGAS-SET TV SHOWS,-,"\""Mindfreak"" episodes with this magician included ""Car Wreck Vanish"", ""SUV Nail Bed"" & ""Naked Jail Escape\""",Criss Angel,2016-09-16,-
2,1200,no,VEGAS-SET TV SHOWS,-,"On TV in ""Las Vegas"", he had his eyes on you in the casino as Ed Deline; on film he cashed in his chips at a tollbooth",(James) Caan,2016-09-16,-
2,1600,no,VEGAS-SET TV SHOWS,-,"Before starring in NBC's ""The Player"", this actor had ""a word of advice"" about roulette in a movie--""Always bet on black\""",Wesley Snipes,2016-09-16,-
2,2000,no,VEGAS-SET TV SHOWS,-,"The cast of ""The Surreal Life: Fame Games"" included Pepa (but hold the salt), brigitte Nielsen & this ""Mini-Me"" actor",(Verne) Troyer,2016-09-16,-
2,400,no,THEATRE TITLE DUOS,-,A dice game argument leaves one dead on Catfish Row & intrigue aplenty for this Gershwin pair,Porgy & Bess,2016-09-16,-
2,800,no,THEATRE TITLE DUOS,-,Anna Leonowens is half of the title duo of this Rodgers & Hammerstein show,The King and I,2016-09-16,-
2,1200,no,THEATRE TITLE DUOS,-,"In a Sean O'Casey play, Juno is the wife of Captain Boyle, who is nicknamed this due to his gait",the Paycock,2016-09-16,-
2,4000,yes,THEATRE TITLE DUOS,-,The last line of the 1966 play about this pair is spoken by Horatio,Rosencrantz & Guildenstern,2016-09-16,-
2,2000,no,THEATRE TITLE DUOS,-,"In a Peter Weiss play, the Marquis de Sade leads inmates in a re-creation of the assassination of this other title guy",Marat,2016-09-16,-
2,400,no,THERE IT IS,-,The Ubangi River: this continent,Africa,2016-09-16,-
2,800,no,THERE IT IS,-,"The Zocalo, once the center of Tenochtitlan: this capital",Mexico City,2016-09-16,-
2,1200,no,THERE IT IS,-,"12,000-foot Gunnbjorn Mountain: this 840,000-square-mile island",Greenland,2016-09-16,-
2,1600,no,THERE IT IS,-,Sumter National Forest: this state,South Carolina,2016-09-16,-
2,2000,no,THERE IT IS,-,Nido de Condores Plateau: this mountain,Aconcagua,2016-09-16,-
3,0,no,FILM ADAPTATIONS,-,"In a 2011 slate.com survey of movie credits, of the top 25 most adapted writers, this novelist is the only one living",Stephen King,2016-09-16,-
1,200,no,GEORGE CLOONEY FILM ROLES,(Alex: You have to identify the motion picture.),"CIA agent Bob Barnes, who has experience in the Middle East",Syriana,2016-09-19,-
1,400,no,GEORGE CLOONEY FILM ROLES,(Alex: You have to identify the motion picture.),Fishing boat captain Billy Tyne,A Perfect Storm,2016-09-19,-
1,600,no,GEORGE CLOONEY FILM ROLES,(Alex: You have to identify the motion picture.),Financial TV host Lee Gates,Money Monster,2016-09-19,-
1,800,no,GEORGE CLOONEY FILM ROLES,(Alex: You have to identify the motion picture.),"Everett, an escaped convict in the 1930s South","O Brother, Where Art Thou?",2016-09-19,-
1,1000,no,GEORGE CLOONEY FILM ROLES,(Alex: You have to identify the motion picture.),"Matt King, whose family has lived in Hawaii for generations",The Descendants,2016-09-19,-
1,200,no,BODY LANGUAGE,-,A young bovine,a calf,2016-09-19,-
1,400,no,BODY LANGUAGE,-,You've got to hand it to this tropical tree,a palm,2016-09-19,-
1,600,no,BODY LANGUAGE,-,The 4 equal parts of a relay race,legs,2016-09-19,-
1,800,no,BODY LANGUAGE,-,"To face & endure something unpleasant, even nauseating",stomach,2016-09-19,-
1,1000,no,BODY LANGUAGE,-,"Nerve or impertinence; in a 1904 novel Lord Elmsdale says, ""That chap's got some\""",cheek,2016-09-19,-
1,200,no,COLLEGE FIRSTS,-,"Morehead Planetarium, which opened in 1949 at this school in Chapel Hill, was the 1st planetarium owned by a college",the University of North Carolina,2016-09-19,-
1,400,no,COLLEGE FIRSTS,-,"America's first Catholic college was this one founded in 1789 in Washington, D.C.",Georgetown,2016-09-19,-
1,600,no,COLLEGE FIRSTS,-,"In the 118-lb. class, Northern Illinois' Brenda Maxey became the first woman to win in an NCAA match in this sport, in 1984",wrestling,2016-09-19,-
1,2000,yes,COLLEGE FIRSTS,-,In 1971 he became the first president to establish his library on a college campus,Johnson (LBJ),2016-09-19,-
1,1000,no,COLLEGE FIRSTS,-,"The ""elevation of female character"" was J.J. Shipherd's goal when he made this ""O"" school in Ohio the first coed U.S. college",Oberlin,2016-09-19,-
1,200,no,OFFICE SUPPLYING,(Alex: Name the maker of the product for us.),"The WorkCentre 5325, makin' copies!  Copyin' for the office!  Makin' '90s ""SNL"" references!",Xerox,2016-09-19,-
1,400,no,OFFICE SUPPLYING,(Alex: Name the maker of the product for us.),The 4-color mini ballpoint pen,Bic,2016-09-19,-
1,600,no,OFFICE SUPPLYING,(Alex: Name the maker of the product for us.),Carla in human resources brought in this alliterative brand's Smirk & Wink doughnuts,Krispy Kreme,2016-09-19,-
1,800,no,OFFICE SUPPLYING,(Alex: Name the maker of the product for us.),Scotch heavy duty shipping tape,3M,2016-09-19,-
1,1000,no,OFFICE SUPPLYING,(Alex: Name the maker of the product for us.),"\""The world's best pencil\""",Dixon Ticonderoga,2016-09-19,-
1,200,no,YOUNG ADULT NOVELS,-,"She wrote ""The Underland Chronicles"" before her ""Hunger Games"" trilogy",(Suzanne) Collins,2016-09-19,-
1,400,no,YOUNG ADULT NOVELS,-,"The ""Me"" in the title of this novel set in Pittsburgh is Greg Gaines; the title also refers to Rachel, who has leukemia",Me and Earl and the Dying Girl,2016-09-19,-
1,600,no,YOUNG ADULT NOVELS,-,Gene & Phineas are students at the fictional Devon School in New Hampshire in this classic by John Knowles,A Separate Peace,2016-09-19,-
1,800,no,YOUNG ADULT NOVELS,-,Liesel Meminger is sent to live with Hans & Rosa Hubermann in the town of Molching in this WWII-set novel,The Book Thief,2016-09-19,-
1,1000,no,YOUNG ADULT NOVELS,-,"This novel by Lois Lowry begins, ""It was almost December, and Jonas was beginning to be frightened\""",The Giver,2016-09-19,-
2,400,no,WHAT A COUNTRY!,-,"Following a 1990 reunion, its population is 81 million",Germany,2016-09-19,-
2,800,no,WHAT A COUNTRY!,-,"It's in between Ethiopia & Tanzania, ""K""?",Kenya,2016-09-19,-
